i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
1020030030004,2008-09,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
102003003000401,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
1020030030022,2008-09,Mainland Rural,3,0,0,6,6,0,6,3,0,0,3,3,0,0,3.401197382
102003003002201,2010-11,Mainland Rural,8,0,0,8,8,0,8,4,0,0,4,4,0,0,3.784189634
1020030030140,2008-09,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102003003014001,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1020030030161,2008-09,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
102003003016101,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1020030030174,2008-09,Mainland Rural,0,2,0,2,4,0,0,0,2,0,2,2,0,0,2.63905733
102003003017401,2010-11,Mainland Rural,0,0,0,4,2,0,4,0,0,0,2,2,0,0,2.63905733
102003003017407,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1020030030200,2008-09,Mainland Rural,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912
102003003020001,2010-11,Mainland Rural,0,4,0,4,0,0,0,0,0,2,2,0,0,0,2.48490665
1020030030430,2008-09,Mainland Rural,0,2,2,2,4,0,0,0,0,2,2,0,0,0,2.63905733
102003003043001,2010-11,Mainland Rural,3,0,0,6,3,0,6,0,0,0,3,3,0,0,3.17805383
1020030030479,2008-09,Mainland Rural,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
102003003047901,2010-11,Mainland Rural,0,2,2,2,0,0,0,0,0,2,2,0,0,0,2.302585093
1020170030001,2008-09,Mainland Rural,6,3,0,0,0,3,3,3,3,3,3,0,0,0,3.295836866
102017003000101,2010-11,Mainland Rural,3,3,3,3,0,0,3,3,3,3,0,0,3,0,3.295836866
102017003000104,2010-11,Mainland Rural,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1.791759469
1020170030017,2008-09,Mainland Rural,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.098612289
102017003001701,2010-11,Mainland Rural,0,0,2,0,0,0,2,0,0,0,2,2,0,0,2.079441542
1020170030022,2008-09,Mainland Rural,0,2,4,0,0,2,0,0,0,0,0,2,0,0,2.302585093
102017003002201,2010-11,Mainland Rural,3,0,3,3,3,3,0,0,0,0,3,3,0,0,3.044522438
1020170030048,2008-09,Mainland Rural,1,1,2,1,1,1,0,0,0,0,1,1,0,0,2.197224577
102017003004801,2010-11,Mainland Rural,0,4,6,0,2,2,0,2,0,0,2,2,0,0,2.995732274
1020170030100,2008-09,Mainland Rural,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1.609437912
102017003010001,2010-11,Mainland Rural,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1.609437912
1020170030209,2008-09,Mainland Rural,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1.791759469
102017003020901,2010-11,Mainland Other Urban,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1020170030241,2008-09,Mainland Rural,0,4,2,0,0,0,0,0,0,4,2,0,0,0,2.48490665
102017003024101,2010-11,Mainland Rural,0,6,3,3,0,0,0,0,0,3,3,3,0,0,3.044522438
1020170030246,2008-09,Mainland Rural,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1.386294361
102017003024601,2010-11,Mainland Rural,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1.386294361
0103-001,2012-13,Mainland Rural,2,0,0,0,0,0,2,2,2,0,0,0,0,2,2.302585093
0103-001,2014-15,Mainland Rural,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1.609437912
0103-003,2014-15,Mainland Rural,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1.791759469
1030130040161,2008-09,Mainland Rural,1,1,0,0,2,0,1,0,0,0,1,1,0,0,1.945910149
103013004016101,2010-11,Mainland Rural,0,1,1,0,2,0,1,0,0,0,0,1,1,0,1.945910149
1030130040219,2008-09,Mainland Rural,0,1,2,0,0,0,0,0,0,0,1,1,0,1,1.791759469
103013004021901,2010-11,Mainland Rural,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1.791759469
1030130040259,2008-09,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
103013004025901,2010-11,Mainland Rural,0,2,0,0,2,0,0,0,0,0,2,2,0,0,2.079441542
1030130040346,2008-09,Mainland Rural,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1.609437912
103013004034601,2010-11,Mainland Rural,1,0,0,0,1,0,0,1,0,0,0,2,0,0,1.609437912
1030130040468,2008-09,Mainland Rural,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1.609437912
103013004046801,2010-11,Mainland Other Urban,0,0,0,1,0,0,0,2,1,0,0,1,0,0,1.609437912
1030130040685,2008-09,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
103013004068501,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
1030130040739,2008-09,Mainland Rural,0,6,0,3,3,3,0,3,0,0,3,3,0,0,3.17805383
103013004073901,2010-11,Mainland Rural,0,8,0,8,4,0,0,8,0,0,4,4,0,0,3.583518938
1030130040745,2008-09,Mainland Rural,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
103013004074501,2010-11,Mainland Other Urban,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1.386294361
1030133010068,2008-09,Mainland Other Urban,0,1,1,0,2,0,0,0,0,0,0,1,1,0,1.791759469
103013301006801,2010-11,Mainland Rural,2,2,4,2,2,0,2,0,0,2,0,2,2,0,2.995732274
1030133010092,2008-09,Mainland Other Urban,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289
103013301009201,2010-11,Mainland Rural,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1.098612289
1030133010175,2008-09,Mainland Other Urban,3,0,3,0,0,0,0,0,0,0,0,0,3,3,2.48490665
103013301017501,2010-11,Mainland Rural,0,0,6,0,0,0,0,0,0,0,0,0,3,3,2.48490665
1030133010188,2008-09,Mainland Other Urban,0,8,0,4,0,0,4,4,0,4,0,4,4,0,3.465735903
103013301018801,2010-11,Mainland Rural,0,6,0,3,0,0,0,3,3,0,0,0,3,3,3.044522438
103013301018803,2010-11,Mainland Rural,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1.386294361
1030133010300,2008-09,Mainland Other Urban,0,0,0,3,0,3,0,0,3,3,0,3,0,3,2.890371758
103013301030001,2010-11,Mainland Other Urban,0,0,0,8,0,4,0,0,4,4,0,4,0,4,3.33220451
1030133010322,2008-09,Mainland Other Urban,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1.609437912
103013301032201,2010-11,Mainland Other Urban,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1.609437912
1030133010411,2008-09,Mainland Other Urban,0,0,0,3,0,3,3,0,0,3,3,0,0,0,2.708050201
103013301041101,2010-11,Mainland Other Urban,0,0,0,3,0,6,0,0,3,0,0,3,0,0,2.708050201
103013301041102,2010-11,Mainland Other Urban,0,2,2,0,0,0,0,0,0,2,2,0,0,0,2.079441542
1030133010652,2008-09,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
103013301065201,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
0104-001,2012-13,Mainland Rural,3,0,3,0,0,3,3,0,3,0,0,3,3,3,3.17805383
0104-001,2014-15,Mainland Other Urban,0,0,0,1,3,0,0,2,0,0,0,1,1,0,2.079441542
0104-008,2014-15,Mainland Rural,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806
1040173040004,2008-09,Mainland Other Urban,3,0,0,0,0,0,0,0,0,0,0,3,3,0,2.197224577
104017304000401,2010-11,Mainland Other Urban,0,0,3,0,0,0,0,0,0,0,0,3,3,0,2.197224577
1040173040017,2008-09,Mainland Other Urban,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1.609437912
104017304001701,2010-11,Mainland Other Urban,0,0,0,0,0,0,2,1,0,0,0,0,1,1,1.609437912
1040173040022,2008-09,Mainland Other Urban,0,0,0,3,3,3,0,3,3,0,0,3,0,0,2.890371758
104017304002201,2010-11,Mainland Other Urban,3,0,0,3,0,3,3,3,0,0,0,0,0,3,2.890371758
1040173040034,2008-09,Mainland Other Urban,0,0,0,0,3,3,0,3,3,3,3,3,0,0,3.044522438
104017304003401,2010-11,Mainland Other Urban,2,0,0,0,0,2,2,2,0,0,2,2,0,0,2.48490665
104017304003406,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104017304003407,2010-11,Mainland Other Urban,0,0,0,0,0,0,3,0,0,6,0,0,0,3,2.48490665
1040173040041,2008-09,Mainland Other Urban,0,0,0,0,0,2,0,0,0,2,0,0,0,2,1.791759469
104017304004102,2010-11,Mainland Other Urban,2,0,0,0,0,0,0,0,2,2,0,0,0,0,1.791759469
1040173040086,2008-09,Mainland Other Urban,0,0,0,0,0,2,2,0,0,0,0,0,2,2,2.079441542
104017304008601,2010-11,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1040173040092,2008-09,Mainland Other Urban,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1.791759469
104017304009201,2010-11,Mainland Other Urban,0,0,0,2,0,1,1,0,0,0,1,1,0,0,1.791759469
1040173040094,2008-09,Mainland Other Urban,0,0,0,2,0,2,0,2,0,0,0,0,0,2,2.079441542
104017304009401,2010-11,Mainland Other Urban,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1.098612289
104017304009402,2010-11,Mainland Rural,0,2,2,2,4,2,2,4,2,2,2,2,0,0,3.258096538
1040310010030,2008-09,Mainland Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471806
104031001003001,2010-11,Mainland Rural,2,0,4,0,0,0,0,0,0,0,0,0,0,2,2.079441542
1040310010102,2008-09,Mainland Rural,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1.609437912
104031001010201,2010-11,Mainland Rural,0,0,0,0,1,0,0,0,2,0,0,0,1,1,1.609437912
1040310010174,2008-09,Mainland Rural,4,0,0,0,0,0,8,0,0,0,0,8,4,4,3.33220451
104031001017402,2010-11,Mainland Rural,3,0,3,0,0,0,6,0,3,3,0,3,0,3,3.17805383
104031001017403,2010-11,Mainland Other Urban,0,0,0,0,2,0,0,2,0,0,0,2,0,0,1.791759469
1040310010180,2008-09,Mainland Rural,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
104031001018001,2010-11,Mainland Rural,2,0,0,2,0,0,0,0,0,2,2,0,0,0,2.079441542
1040310010462,2008-09,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104031001046201,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1040310010482,2008-09,Mainland Rural,2,0,0,2,0,0,0,0,2,2,0,0,0,0,2.079441542
104031001048201,2010-11,Dar Es Salaam,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
1040310010745,2008-09,Mainland Rural,0,0,0,3,0,0,0,0,0,0,0,0,0,6,2.197224577
104031001074501,2010-11,Mainland Rural,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1.386294361
104031001074502,2010-11,Mainland Rural,0,0,0,2,0,0,2,0,0,0,0,0,0,2,1.791759469
1040310011128,2008-09,Mainland Rural,0,0,0,0,0,0,3,0,3,0,0,0,3,3,2.48490665
104031001112801,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,2,0,0,0,2,2,1.791759469
104031001112804,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1.386294361
1040380030347,2008-09,Mainland Rural,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.098612289
104038003034701,2010-11,Mainland Rural,0,2,2,0,0,2,0,0,0,0,0,2,0,0,2.079441542
1040380030396,2008-09,Mainland Rural,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1.386294361
104038003039601,2010-11,Mainland Rural,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1.386294361
1040380030460,2008-09,Mainland Rural,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1.791759469
104038003046001,2010-11,Mainland Rural,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1.791759469
1040380030693,2008-09,Mainland Rural,2,0,2,0,0,2,0,0,0,0,2,2,0,0,2.302585093
104038003069301,2010-11,Mainland Rural,0,2,4,0,0,2,0,0,0,0,2,2,0,0,2.48490665
1040380030768,2008-09,Mainland Rural,0,0,0,0,0,0,4,0,8,0,0,4,4,0,2.995732274
104038003076801,2010-11,Mainland Rural,0,0,0,0,0,0,4,4,4,0,0,4,4,0,2.995732274
104038003076803,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1.386294361
1040380030854,2008-09,Mainland Rural,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1.609437912
104038003085401,2010-11,Mainland Rural,2,2,2,0,2,0,0,0,0,0,2,2,0,0,2.48490665
1040380031057,2008-09,Mainland Rural,6,0,0,0,3,0,0,0,3,0,3,3,0,0,2.890371758
104038003105701,2010-11,Mainland Rural,0,0,2,0,2,0,0,0,2,0,0,2,2,0,2.302585093
1040380031108,2008-09,Mainland Rural,0,2,2,0,0,0,0,0,0,2,0,2,2,0,2.302585093
104038003110801,2010-11,Mainland Rural,0,2,2,0,0,0,0,0,0,2,0,2,2,0,2.302585093
0105-001,2012-13,Mainland Rural,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1.609437912
0105-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
0105-005,2014-15,Mainland Rural,2,0,2,2,0,0,0,0,0,2,2,0,0,0,2.302585093
1050090030114,2008-09,Mainland Rural,1,1,2,0,0,1,2,0,0,2,0,0,0,1,2.302585093
105009003011401,2010-11,Mainland Rural,0,4,4,0,2,2,2,0,2,4,0,2,0,0,3.091042453
1050090030347,2008-09,Mainland Rural,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912
105009003034701,2010-11,Mainland Rural,2,0,0,4,2,0,0,0,0,2,2,0,0,0,2.48490665
1050090030396,2008-09,Mainland Rural,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1.386294361
105009003039601,2010-11,Mainland Rural,2,2,2,0,0,2,0,0,0,2,0,0,0,0,2.302585093
1050090030460,2008-09,Mainland Rural,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912
105009003046001,2010-11,Mainland Rural,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1.609437912
1050090030599,2008-09,Mainland Rural,1,1,1,1,1,0,0,1,0,1,0,2,1,1,2.397895273
105009003059901,2010-11,Mainland Rural,1,0,1,2,1,0,0,0,0,2,0,2,1,1,2.397895273
1050090030693,2008-09,Mainland Rural,0,2,0,0,0,2,0,0,0,2,0,0,2,0,2.079441542
105009003069301,2010-11,Mainland Rural,0,4,0,0,0,0,0,0,0,2,0,0,2,0,2.079441542
1050090030768,2008-09,Mainland Rural,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
105009003076801,2010-11,Mainland Rural,2,0,4,0,0,0,0,0,0,2,2,0,0,0,2.302585093
1050090031057,2008-09,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
105009003105701,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1050100040151,2008-09,Mainland Rural,6,0,0,0,0,0,0,0,3,3,0,0,3,0,2.708050201
105010004015101,2010-11,Mainland Rural,2,0,2,0,0,0,0,0,0,2,0,0,2,0,2.079441542
105010004015105,2010-11,Mainland Rural,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1.791759469
1050100040166,2008-09,Mainland Rural,0,3,0,0,3,0,0,0,3,0,3,3,0,0,2.708050201
105010004016601,2010-11,Mainland Rural,3,0,0,3,0,0,3,0,3,0,3,3,0,0,2.890371758
1050100040272,2008-09,Mainland Rural,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
105010004027201,2010-11,Mainland Rural,0,2,0,2,0,0,0,0,2,2,0,0,0,0,2.079441542
1050100040335,2008-09,Mainland Rural,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1.386294361
105010004033501,2010-11,Mainland Rural,0,2,0,0,0,2,0,2,2,0,0,0,0,2,2.302585093
1050100040403,2008-09,Mainland Rural,0,0,0,2,0,0,0,0,2,2,0,0,0,2,2.079441542
105010004040301,2010-11,Mainland Rural,3,0,0,3,0,0,0,0,3,3,0,0,0,3,2.708050201
1050100040480,2008-09,Mainland Rural,3,3,3,0,3,3,0,0,0,0,0,3,0,0,2.890371758
105010004048001,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1050100040517,2008-09,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105010004051701,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1050100040692,2008-09,Mainland Rural,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1.609437912
105010004069201,2010-11,Mainland Rural,2,0,2,0,0,2,2,0,0,0,2,2,0,0,2.48490665
1050290020161,2008-09,Mainland Rural,0,0,6,0,0,0,0,0,0,0,0,3,3,3,2.708050201
105029002016101,2010-11,Mainland Rural,0,0,4,0,0,0,0,0,0,0,0,2,2,0,2.079441542
1050290020224,2008-09,Mainland Rural,3,0,0,0,0,3,0,3,3,0,0,0,3,3,2.890371758
105029002022401,2010-11,Mainland Rural,5,5,0,0,0,5,0,5,10,5,0,0,5,5,3.80666249
1050290020322,2008-09,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
105029002032201,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1050290020557,2008-09,Mainland Rural,0,2,0,4,0,0,0,0,2,2,0,0,0,0,2.302585093
105029002055701,2010-11,Mainland Rural,0,2,0,2,0,2,0,0,0,2,2,0,0,0,2.302585093
1050290020649,2008-09,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
105029002064901,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
1050290020690,2008-09,Mainland Rural,4,0,4,0,8,0,0,0,4,0,0,4,4,0,3.33220451
105029002069001,2010-11,Mainland Rural,0,0,5,0,10,0,5,0,5,0,5,5,5,0,3.688879454
1050290020691,2008-09,Mainland Rural,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
105029002069101,2010-11,Mainland Rural,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
1050290021238,2008-09,Mainland Rural,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1.609437912
105029002123801,2010-11,Mainland Rural,0,2,4,0,0,2,0,0,0,0,2,2,0,0,2.48490665
0106-001,2012-13,Mainland Rural,3,6,0,0,0,0,0,0,3,3,0,0,0,0,2.708050201
0106-001,2014-15,Mainland Other Urban,0,0,0,2,2,2,2,0,2,2,0,2,2,0,2.772588722
0107-001,2012-13,Mainland Rural,3,3,6,0,0,0,0,0,0,3,3,0,0,0,2.890371758
0107-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0108-001,2012-13,Mainland Rural,0,0,3,3,3,0,3,3,6,0,0,3,3,0,3.295836866
0108-001,2014-15,Mainland Rural,2,0,0,0,2,0,0,0,0,0,0,2,2,0,2.079441542
0109-001,2012-13,Mainland Rural,0,0,0,1,1,1,0,1,0,0,2,1,0,0,1.945910149
0109-001,2014-15,Mainland Rural,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1.386294361
0109-003,2012-13,Mainland Rural,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1.791759469
0110-001,2012-13,Mainland Rural,0,0,1,0,0,1,1,2,1,0,0,1,1,0,2.079441542
0110-001,2014-15,Mainland Rural,0,0,4,0,0,2,0,0,0,2,2,2,0,0,2.48490665
0111-001,2012-13,Mainland Rural,0,2,4,0,4,0,0,0,0,0,2,2,0,0,2.63905733
0111-001,2014-15,Mainland Rural,3,0,0,0,0,0,0,0,0,3,3,0,0,0,2.197224577
0112-001,2012-13,Mainland Rural,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1.791759469
0112-001,2014-15,Mainland Rural,0,0,0,0,0,0,4,0,0,2,0,2,0,0,2.079441542
0113-001,2014-15,Mainland Rural,0,0,0,4,0,0,0,2,0,0,2,0,0,2,2.302585093
0113-002,2012-13,Mainland Rural,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1.386294361
0113-002,2014-15,Mainland Rural,0,1,0,1,1,0,0,1,0,2,0,0,0,1,1.945910149
0113-003,2012-13,Mainland Rural,3,0,3,0,0,3,0,3,0,3,3,0,0,0,2.890371758
0113-004,2012-13,Mainland Rural,0,0,0,0,0,0,4,0,0,0,0,2,2,2,2.302585093
0114-001,2012-13,Mainland Rural,3,3,0,0,0,0,0,0,0,3,3,0,0,0,2.48490665
0114-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1.386294361
0115-001,2012-13,Mainland Rural,0,2,0,0,2,0,0,2,0,0,0,2,0,0,2.079441542
0115-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
0116-001,2012-13,Mainland Rural,2,0,4,0,2,2,0,0,0,0,2,2,0,0,2.63905733
0117-001,2012-13,Mainland Rural,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.098612289
0118-001,2012-13,Mainland Rural,0,2,2,2,0,0,0,0,2,2,0,0,0,0,2.302585093
0118-001,2014-15,Mainland Rural,2,0,0,0,0,0,0,0,2,2,0,0,0,0,1.791759469
0119-001,2012-13,Mainland Rural,0,6,6,0,0,0,0,0,0,3,3,0,0,0,2.890371758
0119-001,2014-15,Mainland Rural,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1.791759469
0120-001,2014-15,Mainland Rural,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1.386294361
0120-002,2012-13,Mainland Rural,0,2,0,0,0,2,0,0,0,0,0,2,0,0,1.791759469
0120-003,2012-13,Mainland Rural,3,0,0,3,3,0,3,0,0,3,3,0,0,0,2.890371758
0121-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1.386294361
0121-002,2014-15,Mainland Rural,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
0121-004,2014-15,Mainland Rural,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
0122-001,2012-13,Mainland Other Urban,0,0,2,0,0,1,0,1,0,0,0,1,0,0,1.609437912
0122-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1.791759469
0123-001,2012-13,Mainland Rural,0,0,0,2,0,4,0,0,0,2,2,2,0,0,2.48490665
0123-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1.791759469
0124-001,2012-13,Mainland Other Urban,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
0124-001,2014-15,Mainland Other Urban,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6931471806
0124-002,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0125-001,2012-13,Mainland Other Urban,3,0,0,6,3,0,0,3,0,3,3,0,0,0,3.044522438
0125-001,2014-15,Mainland Other Urban,0,0,0,2,2,0,0,0,2,2,0,0,0,0,2.079441542
0126-001,2012-13,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0126-001,2014-15,Mainland Other Urban,0,0,0,0,0,1,0,0,1,3,1,0,1,1,2.079441542
0126-002,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,0,2,0,2,2,0,1.791759469
0127-001,2012-13,Mainland Rural,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1.609437912
0127-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
0127-003,2014-15,Mainland Other Urban,0,0,2,0,0,0,2,2,2,0,0,2,0,0,2.302585093
0127-005,2014-15,Mainland Other Urban,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
0128-001,2012-13,Mainland Rural,2,0,2,2,0,0,4,0,0,2,0,2,0,0,2.63905733
0128-001,2014-15,Mainland Other Urban,2,0,0,0,0,0,4,2,0,0,2,2,0,0,2.48490665
0129-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
0129-001,2014-15,Mainland Other Urban,0,0,0,2,0,2,0,0,0,0,2,2,0,0,2.079441542
0129-003,2012-13,Mainland Rural,2,0,0,0,0,0,0,0,0,2,2,0,0,2,2.079441542
0129-003,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0129-004,2014-15,Mainland Other Urban,0,1,1,1,2,0,0,1,0,0,0,1,0,0,1.945910149
0130-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0131-001,2012-13,Mainland Rural,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1.386294361
0131-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1.386294361
0132-001,2012-13,Mainland Rural,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1.609437912
0132-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0133-001,2012-13,Mainland Rural,0,2,2,0,0,0,2,0,4,0,0,2,2,0,2.63905733
0133-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0133-003,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0134-001,2012-13,Mainland Rural,0,2,2,0,0,0,0,2,2,2,0,0,2,2,2.63905733
0134-001,2014-15,Mainland Rural,0,0,0,0,2,0,0,0,4,0,2,2,0,0,2.302585093
0134-006,2014-15,Dar Es Salaam,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
0135-001,2012-13,Mainland Rural,2,0,2,0,0,0,0,0,2,2,0,0,0,0,2.079441542
0136-001,2012-13,Mainland Rural,0,2,0,2,2,2,0,0,0,0,2,2,0,0,2.48490665
0136-001,2014-15,Mainland Rural,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1.386294361
0137-001,2012-13,Mainland Rural,0,0,0,0,0,4,4,2,2,0,0,2,2,0,2.772588722
0137-001,2014-15,Mainland Rural,0,0,0,0,0,2,0,2,0,0,0,0,2,2,2.079441542
0137-003,2014-15,Mainland Rural,2,0,2,0,0,1,1,1,1,0,1,1,0,0,2.302585093
0138-001,2012-13,Mainland Other Urban,0,0,0,0,0,1,0,1,2,0,1,1,0,0,1.791759469
0138-002,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0139-001,2012-13,Mainland Other Urban,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.386294361
0139-001,2014-15,Mainland Rural,0,0,0,0,0,2,0,0,2,0,0,0,2,2,2.079441542
0139-003,2014-15,Mainland Rural,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806
