i,t,m,j,Expenditure
0669-001-001,2019-20,Mainland Rural,Ripe Bananas,555.5555556
0669-001-001,2019-20,Mainland Rural,Salt,200
0669-001-001,2019-20,Mainland Rural,Tea (dry),100
0669-001-001,2019-20,Mainland Rural,Vegetables (fresh),2250
0671-001-001,2019-20,Mainland Other Urban,Beef,12000
0671-001-001,2019-20,Mainland Other Urban,Bread,3000
0671-001-001,2019-20,Mainland Other Urban,"Buns, Cakes And Biscuits",3375
0671-001-001,2019-20,Mainland Other Urban,Cooking Oil,1750
0671-001-001,2019-20,Mainland Other Urban,Fish (dried),4250
0671-001-001,2019-20,Mainland Other Urban,Fish (fresh),4000
0671-001-001,2019-20,Mainland Other Urban,Leafy Greens,4593.75
0671-001-001,2019-20,Mainland Other Urban,Maize (flour),2700
0671-001-001,2019-20,Mainland Other Urban,Other Fruits,1866.666667
0671-001-001,2019-20,Mainland Other Urban,Other Spices,500
0671-001-001,2019-20,Mainland Other Urban,Plantains,10000
0671-001-001,2019-20,Mainland Other Urban,Pulses,4000
0671-001-001,2019-20,Mainland Other Urban,Rice (husked),12600
0671-001-001,2019-20,Mainland Other Urban,Salt,500
0671-001-001,2019-20,Mainland Other Urban,Sugar,2500
0671-001-001,2019-20,Mainland Other Urban,Tea (dry),342.8571429
0671-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),10509.09091
0671-003-001,2019-20,Mainland Other Urban,Beef,3000
0671-003-001,2019-20,Mainland Other Urban,Bottled Beer,6000
0671-003-001,2019-20,Mainland Other Urban,"Buns, Cakes And Biscuits",1500
0671-003-001,2019-20,Mainland Other Urban,Cooking Oil,1225
0671-003-001,2019-20,Mainland Other Urban,Eggs,950
0671-003-001,2019-20,Mainland Other Urban,Fish (dried),3750
0671-003-001,2019-20,Mainland Other Urban,Fish (fresh),1400
0671-003-001,2019-20,Mainland Other Urban,Leafy Greens,984.375
0671-003-001,2019-20,Mainland Other Urban,Maize (flour),600
0671-003-001,2019-20,Mainland Other Urban,Plantains,2000
0671-003-001,2019-20,Mainland Other Urban,Pulses,1500
0671-003-001,2019-20,Mainland Other Urban,Rice (husked),2700
0671-003-001,2019-20,Mainland Other Urban,Salt,200
0671-003-001,2019-20,Mainland Other Urban,Soft drinks,3571.428571
0671-003-001,2019-20,Mainland Other Urban,Sugar,1875
0671-003-001,2019-20,Mainland Other Urban,Sweets,1205.128205
0671-003-001,2019-20,Mainland Other Urban,Tea (dry),571.4285714
0671-003-001,2019-20,Mainland Other Urban,Vegetables (fresh),3863.636364
0672-001-001,2019-20,Mainland Rural,Beef,6000
0672-001-001,2019-20,Mainland Rural,Cassava Fresh,2812.5
0672-001-001,2019-20,Mainland Rural,Cooking Oil,612.5
0672-001-001,2019-20,Mainland Rural,Fish (fresh),1142.857143
0672-001-001,2019-20,Mainland Rural,Groundnuts,500
0672-001-001,2019-20,Mainland Rural,Leafy Greens,585.7142857
0672-001-001,2019-20,Mainland Rural,Maize (flour),3600
0672-001-001,2019-20,Mainland Rural,Plantains,10000
0672-001-001,2019-20,Mainland Rural,Ripe Bananas,2333.333333
0672-001-001,2019-20,Mainland Rural,Salt,220
0672-001-001,2019-20,Mainland Rural,Sugar,1400
0672-001-001,2019-20,Mainland Rural,Sweet Potatoes,1400
0672-001-001,2019-20,Mainland Rural,Tea (dry),120
0672-001-001,2019-20,Mainland Rural,Vegetables (fresh),2700
0674-001-001,2019-20,Mainland Other Urban,Cooking Oil,420
0674-001-001,2019-20,Mainland Other Urban,Fish (dried),19000
0674-001-001,2019-20,Mainland Other Urban,Leafy Greens,1312.5
0674-001-001,2019-20,Mainland Other Urban,Maize (flour),20400
0674-001-001,2019-20,Mainland Other Urban,Plantains,4500
0674-001-001,2019-20,Mainland Other Urban,Salt,500
0674-001-001,2019-20,Mainland Other Urban,Sugar,5000
0674-001-001,2019-20,Mainland Other Urban,Tea (dry),240
0674-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),927.2727273
0675-001-001,2019-20,Mainland Other Urban,Beef,6000
0675-001-001,2019-20,Mainland Other Urban,Cooking Oil,1225
0675-001-001,2019-20,Mainland Other Urban,Fish (fresh),4800
0675-001-001,2019-20,Mainland Other Urban,Leafy Greens,984.375
0675-001-001,2019-20,Mainland Other Urban,Maize (flour),2400
0675-001-001,2019-20,Mainland Other Urban,Plantains,17500
0675-001-001,2019-20,Mainland Other Urban,Salt,200
0675-001-001,2019-20,Mainland Other Urban,Sugar,2500
0675-001-001,2019-20,Mainland Other Urban,Tea (dry),342.8571429
0675-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),618.1818182
0675-001-004,2019-20,Mainland Rural,Beef,6000
0675-001-004,2019-20,Mainland Rural,Cassava Fresh,2625
0675-001-004,2019-20,Mainland Rural,Cooking Oil,1225
0675-001-004,2019-20,Mainland Rural,Fish (dried),1000
0675-001-004,2019-20,Mainland Rural,Leafy Greens,3319.047619
0675-001-004,2019-20,Mainland Rural,Maize (flour),7200
0675-001-004,2019-20,Mainland Rural,Materials For Drinks,1500
0675-001-004,2019-20,Mainland Rural,Other Fruits,1477.777778
0675-001-004,2019-20,Mainland Rural,Plantains,2533.333333
0675-001-004,2019-20,Mainland Rural,Pulses,2000
0675-001-004,2019-20,Mainland Rural,Rice (husked),9000
0675-001-004,2019-20,Mainland Rural,Ripe Bananas,1000
0675-001-004,2019-20,Mainland Rural,Salt,500
0675-001-004,2019-20,Mainland Rural,Soft drinks,2642.857143
0675-001-004,2019-20,Mainland Rural,Sugar,2800
0675-001-004,2019-20,Mainland Rural,Vegetables (fresh),1800
0676-001-001,2019-20,Mainland Rural,Beef,12000
0676-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0676-001-001,2019-20,Mainland Rural,Fish (fresh),3714.285714
0676-001-001,2019-20,Mainland Rural,Leafy Greens,780.952381
0676-001-001,2019-20,Mainland Rural,Maize (flour),2400
0676-001-001,2019-20,Mainland Rural,Plantains,9800
0676-001-001,2019-20,Mainland Rural,Rice (husked),3600
0676-001-001,2019-20,Mainland Rural,Ripe Bananas,1222.222222
0676-001-001,2019-20,Mainland Rural,Salt,250
0676-001-001,2019-20,Mainland Rural,Sugar,2800
0676-001-001,2019-20,Mainland Rural,Vegetables (fresh),900
0677-001-001,2019-20,Mainland Other Urban,Beef,3000
0677-001-001,2019-20,Mainland Other Urban,Bread,5333.333333
0677-001-001,2019-20,Mainland Other Urban,"Buns, Cakes And Biscuits",3750
0677-001-001,2019-20,Mainland Other Urban,Cassava Fresh,576.9230769
0677-001-001,2019-20,Mainland Other Urban,Cooking Oil,1225
0677-001-001,2019-20,Mainland Other Urban,Fish (fresh),4000
0677-001-001,2019-20,Mainland Other Urban,Groundnuts,538.4615385
0677-001-001,2019-20,Mainland Other Urban,"Honey, Syrups, etc.",512.5
0677-001-001,2019-20,Mainland Other Urban,Irish Potatoes,3000
0677-001-001,2019-20,Mainland Other Urban,Leafy Greens,131.25
0677-001-001,2019-20,Mainland Other Urban,Maize (flour),1200
0677-001-001,2019-20,Mainland Other Urban,Milk (fresh),1266.666667
0677-001-001,2019-20,Mainland Other Urban,Plantains,708.3333333
0677-001-001,2019-20,Mainland Other Urban,Pulses,2000
0677-001-001,2019-20,Mainland Other Urban,Rice (husked),3600
0677-001-001,2019-20,Mainland Other Urban,Ripe Bananas,200
0677-001-001,2019-20,Mainland Other Urban,Salt,125
0677-001-001,2019-20,Mainland Other Urban,Sugar,2500
0677-001-001,2019-20,Mainland Other Urban,Tea (dry),137.1428571
0677-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),1545.454545
0678-001-001,2019-20,Mainland Other Urban,Bread,5333.333333
0678-001-001,2019-20,Mainland Other Urban,Chicken,10800
0678-001-001,2019-20,Mainland Other Urban,Citrus Fruits,6333.333333
0678-001-001,2019-20,Mainland Other Urban,Cooking Oil,2450
0678-001-001,2019-20,Mainland Other Urban,Eggs,2533.333333
0678-001-001,2019-20,Mainland Other Urban,Fish (dried),3000
0678-001-001,2019-20,Mainland Other Urban,Fish (fresh),2000
0678-001-001,2019-20,Mainland Other Urban,Groundnuts,1076.923077
0678-001-001,2019-20,Mainland Other Urban,Leafy Greens,3937.5
0678-001-001,2019-20,Mainland Other Urban,Maize (flour),14400
0678-001-001,2019-20,Mainland Other Urban,"Maize (green, cob)",2800
0678-001-001,2019-20,Mainland Other Urban,Milk (fresh),7600
0678-001-001,2019-20,Mainland Other Urban,Other Fruits,6000
0678-001-001,2019-20,Mainland Other Urban,Plantains,2083.333333
0678-001-001,2019-20,Mainland Other Urban,Pulses,8000
0678-001-001,2019-20,Mainland Other Urban,Rice (husked),3600
0678-001-001,2019-20,Mainland Other Urban,Ripe Bananas,2400
0678-001-001,2019-20,Mainland Other Urban,Salt,250
0678-001-001,2019-20,Mainland Other Urban,Soft drinks,2000
0678-001-001,2019-20,Mainland Other Urban,Sugar,2500
0678-001-001,2019-20,Mainland Other Urban,Tea (dry),457.1428571
0678-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),5718.181818
0678-001-002,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",1940.909091
0678-001-002,2019-20,Mainland Rural,Cooking Oil,1750
0678-001-002,2019-20,Mainland Rural,Fish (fresh),5142.857143
0678-001-002,2019-20,Mainland Rural,Irish Potatoes,2800
0678-001-002,2019-20,Mainland Rural,Leafy Greens,605.2380952
0678-001-002,2019-20,Mainland Rural,Maize (flour),4800
0678-001-002,2019-20,Mainland Rural,Milk (fresh),2000
0678-001-002,2019-20,Mainland Rural,Other Fruits,1425
0678-001-002,2019-20,Mainland Rural,Plantains,1600
0678-001-002,2019-20,Mainland Rural,Pulses,6000
0678-001-002,2019-20,Mainland Rural,Rice (husked),7200
0678-001-002,2019-20,Mainland Rural,Salt,300
0678-001-002,2019-20,Mainland Rural,Sugar,1400
0678-001-002,2019-20,Mainland Rural,Sweet Potatoes,2266.666667
0678-001-002,2019-20,Mainland Rural,Tea (dry),300
0678-001-002,2019-20,Mainland Rural,Vegetables (fresh),1800
0680-001-001,2019-20,Mainland Other Urban,Cassava Fresh,461.5384615
0680-001-001,2019-20,Mainland Other Urban,Cooking Oil,122.5
0680-001-001,2019-20,Mainland Other Urban,Fish (fresh),1200
0680-001-001,2019-20,Mainland Other Urban,Plantains,1000
0680-001-001,2019-20,Mainland Other Urban,Salt,100
0680-001-001,2019-20,Mainland Other Urban,Sugar,500
0680-001-001,2019-20,Mainland Other Urban,Tea (dry),34.28571429
0680-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),927.2727273
0681-001-002,2019-20,Mainland Rural,Cassava Fresh,2375
0681-001-002,2019-20,Mainland Rural,Coffee & Cocoa,1808.571429
0681-001-002,2019-20,Mainland Rural,Cooking Oil,700
0681-001-002,2019-20,Mainland Rural,Fish (dried),2250
0681-001-002,2019-20,Mainland Rural,Fish (fresh),3571.428571
0681-001-002,2019-20,Mainland Rural,Leafy Greens,1757.142857
0681-001-002,2019-20,Mainland Rural,Other Fruits,2533.333333
0681-001-002,2019-20,Mainland Rural,Plantains,8000
0681-001-002,2019-20,Mainland Rural,Pulses,6000
0681-001-002,2019-20,Mainland Rural,Salt,200
0681-001-002,2019-20,Mainland Rural,Sweet Potatoes,6000
0681-001-002,2019-20,Mainland Rural,Yams/Cocoyams,2000
0682-001-002,2019-20,Mainland Other Urban,Beef,18000
0682-001-002,2019-20,Mainland Other Urban,Bottled Beer,4000
0682-001-002,2019-20,Mainland Other Urban,"Buns, Cakes And Biscuits",1300
0682-001-002,2019-20,Mainland Other Urban,Citrus Fruits,583.3333333
0682-001-002,2019-20,Mainland Other Urban,Cooking Oil,1750
0682-001-002,2019-20,Mainland Other Urban,Fish (dried),2000
0682-001-002,2019-20,Mainland Other Urban,Fish (fresh),6000
0682-001-002,2019-20,Mainland Other Urban,Irish Potatoes,2600
0682-001-002,2019-20,Mainland Other Urban,Leafy Greens,470.3125
0682-001-002,2019-20,Mainland Other Urban,Maize (flour),2400
0682-001-002,2019-20,Mainland Other Urban,Milk (fresh),2533.333333
0682-001-002,2019-20,Mainland Other Urban,Other Fruits,1800
0682-001-002,2019-20,Mainland Other Urban,Other Spices,733.3333333
0682-001-002,2019-20,Mainland Other Urban,Plantains,4333.333333
0682-001-002,2019-20,Mainland Other Urban,Pulses,4000
0682-001-002,2019-20,Mainland Other Urban,Rice (husked),3600
0682-001-002,2019-20,Mainland Other Urban,Ripe Bananas,960
0682-001-002,2019-20,Mainland Other Urban,Salt,300
0682-001-002,2019-20,Mainland Other Urban,Sugar,1250
0682-001-002,2019-20,Mainland Other Urban,Tea (dry),240
0682-001-002,2019-20,Mainland Other Urban,Vegetables (fresh),1931.818182
0682-001-002,2019-20,Mainland Other Urban,Yams/Cocoyams,2900
0683-001-001,2019-20,Mainland Other Urban,Beef,24000
0683-001-001,2019-20,Mainland Other Urban,"Buns, Cakes And Biscuits",13000
0683-001-001,2019-20,Mainland Other Urban,Cooking Oil,3500
0683-001-001,2019-20,Mainland Other Urban,Fish (fresh),6000
0683-001-001,2019-20,Mainland Other Urban,Groundnuts,3230.769231
0683-001-001,2019-20,Mainland Other Urban,Leafy Greens,1968.75
0683-001-001,2019-20,Mainland Other Urban,"Macaroni, Spaghetti",4416.666667
0683-001-001,2019-20,Mainland Other Urban,Maize (flour),6000
0683-001-001,2019-20,Mainland Other Urban,Milk (fresh),6333.333333
0683-001-001,2019-20,Mainland Other Urban,Millet & Sorghum (flour),5571.428571
0683-001-001,2019-20,Mainland Other Urban,Other Fruits,10933.33333
0683-001-001,2019-20,Mainland Other Urban,Plantains,15000
0683-001-001,2019-20,Mainland Other Urban,Pulses,6000
0683-001-001,2019-20,Mainland Other Urban,Rice (husked),10800
0683-001-001,2019-20,Mainland Other Urban,Ripe Bananas,9866.666667
0683-001-001,2019-20,Mainland Other Urban,Salt,500
0683-001-001,2019-20,Mainland Other Urban,Sugar,7500
0683-001-001,2019-20,Mainland Other Urban,Tea (dry),457.1428571
0683-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),8190.909091
0683-001-001,2019-20,Mainland Other Urban,Wheat Flour,7000
0683-001-009,2019-20,Mainland Rural,Cassava Fresh,750
0683-001-009,2019-20,Mainland Rural,Cooking Oil,805
0683-001-009,2019-20,Mainland Rural,Leafy Greens,283.0952381
0683-001-009,2019-20,Mainland Rural,Maize (flour),1200
0683-001-009,2019-20,Mainland Rural,Plantains,2266.666667
0683-001-009,2019-20,Mainland Rural,Pulses,2000
0683-001-009,2019-20,Mainland Rural,Rice (husked),1800
0683-001-009,2019-20,Mainland Rural,Salt,200
0683-001-009,2019-20,Mainland Rural,Vegetables (fresh),480
0683-002-002,2019-20,Mainland Other Urban,Cassava Dry/Flour,1600
0683-002-002,2019-20,Mainland Other Urban,Cassava Fresh,1538.461538
0683-002-002,2019-20,Mainland Other Urban,Cooking Oil,840
0683-002-002,2019-20,Mainland Other Urban,Fish (fresh),2000
0683-002-002,2019-20,Mainland Other Urban,Leafy Greens,350
0683-002-002,2019-20,Mainland Other Urban,Maize (flour),1200
0683-002-002,2019-20,Mainland Other Urban,Other Spices,483.3333333
0683-002-002,2019-20,Mainland Other Urban,Plantains,3625
0683-002-002,2019-20,Mainland Other Urban,Pulses,2000
0683-002-002,2019-20,Mainland Other Urban,Rice (husked),1800
0683-002-002,2019-20,Mainland Other Urban,Ripe Bananas,373.3333333
0683-002-002,2019-20,Mainland Other Urban,Salt,200
0683-002-002,2019-20,Mainland Other Urban,Sugar,625
0683-002-002,2019-20,Mainland Other Urban,Sweet Potatoes,1304.53125
0683-002-002,2019-20,Mainland Other Urban,Tea (dry),171.4285714
0683-002-002,2019-20,Mainland Other Urban,Vegetables (fresh),1468.181818
0683-002-002,2019-20,Mainland Other Urban,Yams/Cocoyams,2651.428571
0684-001-002,2019-20,Mainland Rural,Beef,3000
0684-001-002,2019-20,Mainland Rural,Cassava Dry/Flour,1200
0684-001-002,2019-20,Mainland Rural,Cassava Fresh,2187.5
0684-001-002,2019-20,Mainland Rural,Cooking Oil,1225
0684-001-002,2019-20,Mainland Rural,Fish (fresh),2571.428571
0684-001-002,2019-20,Mainland Rural,Groundnuts,2000
0684-001-002,2019-20,Mainland Rural,Irish Potatoes,700
0684-001-002,2019-20,Mainland Rural,Maize (flour),3600
0684-001-002,2019-20,Mainland Rural,Milk (fresh),3500
0684-001-002,2019-20,Mainland Rural,Other Fruits,2955.555556
0684-001-002,2019-20,Mainland Rural,Other Spices,1200
0684-001-002,2019-20,Mainland Rural,Plantains,9333.333333
0684-001-002,2019-20,Mainland Rural,Pulses,4000
0684-001-002,2019-20,Mainland Rural,Rice (husked),2700
0684-001-002,2019-20,Mainland Rural,Salt,200
0684-001-002,2019-20,Mainland Rural,Sugar,2100
0684-001-002,2019-20,Mainland Rural,Sweets,250
0684-001-002,2019-20,Mainland Rural,Tea (dry),100
0684-001-002,2019-20,Mainland Rural,Vegetables (fresh),2400
0684-001-004,2019-20,Mainland Other Urban,Beef,12000
0684-001-004,2019-20,Mainland Other Urban,Bottled Beer,32000
0684-001-004,2019-20,Mainland Other Urban,Bread,2444.444444
0684-001-004,2019-20,Mainland Other Urban,"Buns, Cakes And Biscuits",1500
0684-001-004,2019-20,Mainland Other Urban,Cassava Dry/Flour,1000
0684-001-004,2019-20,Mainland Other Urban,Chicken,7200
0684-001-004,2019-20,Mainland Other Urban,Citrus Fruits,1000
0684-001-004,2019-20,Mainland Other Urban,Coconuts,3428.571429
0684-001-004,2019-20,Mainland Other Urban,Cooking Oil,3500
0684-001-004,2019-20,Mainland Other Urban,Eggs,3800
0684-001-004,2019-20,Mainland Other Urban,Fish (fresh),6000
0684-001-004,2019-20,Mainland Other Urban,Groundnuts,430.7692308
0684-001-004,2019-20,Mainland Other Urban,"Honey, Syrups, etc.",854.1666667
0684-001-004,2019-20,Mainland Other Urban,Irish Potatoes,4000
0684-001-004,2019-20,Mainland Other Urban,Leafy Greens,2406.25
0684-001-004,2019-20,Mainland Other Urban,Maize (flour),2400
0684-001-004,2019-20,Mainland Other Urban,Milk (fresh),5066.666667
0684-001-004,2019-20,Mainland Other Urban,Other Fruits,2400
0684-001-004,2019-20,Mainland Other Urban,Other Spices,1666.666667
0684-001-004,2019-20,Mainland Other Urban,Plantains,1033.333333
0684-001-004,2019-20,Mainland Other Urban,Pulses,4000
0684-001-004,2019-20,Mainland Other Urban,Rice (husked),5400
0684-001-004,2019-20,Mainland Other Urban,Ripe Bananas,6400
0684-001-004,2019-20,Mainland Other Urban,Salt,180
0684-001-004,2019-20,Mainland Other Urban,Soft drinks,1428.571429
0684-001-004,2019-20,Mainland Other Urban,Sugar,2500
0684-001-004,2019-20,Mainland Other Urban,Tea (dry),342.8571429
0684-001-004,2019-20,Mainland Other Urban,Vegetables (fresh),6645.454545
0684-001-004,2019-20,Mainland Other Urban,Wheat Flour,1400
0684-005-001,2019-20,Mainland Rural,Cassava Dry/Flour,3200
0684-005-001,2019-20,Mainland Rural,Cassava Fresh,4062.5
0684-005-001,2019-20,Mainland Rural,Cooking Oil,1050
0684-005-001,2019-20,Mainland Rural,Fish (fresh),3428.571429
0684-005-001,2019-20,Mainland Rural,Leafy Greens,800.4761905
0684-005-001,2019-20,Mainland Rural,Other Fruits,4961.111111
0684-005-001,2019-20,Mainland Rural,Other Spices,840
0684-005-001,2019-20,Mainland Rural,Plantains,6333.333333
0684-005-001,2019-20,Mainland Rural,Pulses,6000
0684-005-001,2019-20,Mainland Rural,Salt,350
0684-005-001,2019-20,Mainland Rural,Sugar,1400
0684-005-001,2019-20,Mainland Rural,Vegetables (fresh),570
0684-005-001,2019-20,Mainland Rural,Yams/Cocoyams,4153.846154
0685-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",502.3529412
0685-001-001,2019-20,Mainland Rural,Cassava Fresh,1656.25
0685-001-001,2019-20,Mainland Rural,Cooking Oil,875
0685-001-001,2019-20,Mainland Rural,Fish (dried),1250
0685-001-001,2019-20,Mainland Rural,Fish (fresh),1542.857143
0685-001-001,2019-20,Mainland Rural,Groundnuts,1000
0685-001-001,2019-20,Mainland Rural,Maize (flour),1800
0685-001-001,2019-20,Mainland Rural,Materials For Drinks,1250
0685-001-001,2019-20,Mainland Rural,Other Fruits,2533.333333
0685-001-001,2019-20,Mainland Rural,Plantains,5333.333333
0685-001-001,2019-20,Mainland Rural,Pulses,4000
0685-001-001,2019-20,Mainland Rural,Rice (husked),3600
0685-001-001,2019-20,Mainland Rural,Salt,200
0685-001-001,2019-20,Mainland Rural,Sugar,1400
0685-001-001,2019-20,Mainland Rural,Vegetables (fresh),2025
0686-001-001,2019-20,Dar Es Salaam,Beef,18000
0686-001-001,2019-20,Dar Es Salaam,Bread,2211.111111
0686-001-001,2019-20,Dar Es Salaam,"Buns, Cakes And Biscuits",3816
0686-001-001,2019-20,Dar Es Salaam,Chicken,12500
0686-001-001,2019-20,Dar Es Salaam,Citrus Fruits,842.1052632
0686-001-001,2019-20,Dar Es Salaam,Coconuts,2187.5
0686-001-001,2019-20,Dar Es Salaam,Cooking Oil,1800
0686-001-001,2019-20,Dar Es Salaam,Eggs,900
0686-001-001,2019-20,Dar Es Salaam,Fish (dried),12000
0686-001-001,2019-20,Dar Es Salaam,"Honey, Syrups, etc.",583.3333333
