i,t,m,j,Expenditure
8340-001-01,2020-21,Mainland Rural,Cooking Oil,1200
8340-001-01,2020-21,Mainland Rural,Fish (dried),947.5555556
8340-001-01,2020-21,Mainland Rural,Goat Meat,6000
8340-001-01,2020-21,Mainland Rural,Groundnuts,1000
8340-001-01,2020-21,Mainland Rural,Leafy Greens,1998.664887
8340-001-01,2020-21,Mainland Rural,Maize (flour),10000
8340-001-01,2020-21,Mainland Rural,Pulses,2000
8340-001-01,2020-21,Mainland Rural,Salt,250
8340-001-01,2020-21,Mainland Rural,Sugar,1400
8340-001-01,2020-21,Mainland Rural,Tea (dry),120
8340-001-01,2020-21,Mainland Rural,Vegetables (fresh),928.6340836
8359-001-01,2020-21,Mainland Rural,Cooking Oil,1750
8359-001-01,2020-21,Mainland Rural,Fish (fresh),2900
8359-001-01,2020-21,Mainland Rural,Groundnuts,24000
8359-001-01,2020-21,Mainland Rural,Leafy Greens,1216.82243
8359-001-01,2020-21,Mainland Rural,Maize (flour),20000
8359-001-01,2020-21,Mainland Rural,Salt,400
8359-001-01,2020-21,Mainland Rural,Vegetables (fresh),1314.763023
8417-001-01,2020-21,Mainland Rural,Chicken,13000
8417-001-01,2020-21,Mainland Rural,Cooking Oil,3000
8417-001-01,2020-21,Mainland Rural,Dairy Products,35000
8417-001-01,2020-21,Mainland Rural,Fish (dried),2080
8417-001-01,2020-21,Mainland Rural,Groundnuts,6000
8417-001-01,2020-21,Mainland Rural,Maize (flour),16000
8417-001-01,2020-21,Mainland Rural,Pulses,4000
8417-001-01,2020-21,Mainland Rural,Rice (husked),33600
8417-001-01,2020-21,Mainland Rural,Salt,1000
8417-001-01,2020-21,Mainland Rural,Vegetables (fresh),962.3151125
8417-001-01,2020-21,Mainland Rural,Vegetables (preserved),2000
8430-001-02,2020-21,Mainland Rural,Bread,12402.5
8430-001-02,2020-21,Mainland Rural,Cassava Dry/Flour,16800
8430-001-02,2020-21,Mainland Rural,Cassava Fresh,15250
8430-001-02,2020-21,Mainland Rural,Chicken,8666.666667
8430-001-02,2020-21,Mainland Rural,Citrus Fruits,1335.071682
8430-001-02,2020-21,Mainland Rural,Cooking Oil,10000
8430-001-02,2020-21,Mainland Rural,Goat Meat,90000
8430-001-02,2020-21,Mainland Rural,Groundnuts,40000
8430-001-02,2020-21,Mainland Rural,Leafy Greens,454.2056075
8430-001-02,2020-21,Mainland Rural,"Maize (green, cob)",2916.666667
8430-001-02,2020-21,Mainland Rural,Milk (fresh),21000
8430-001-02,2020-21,Mainland Rural,Millet & Sorghum (flour),10500
8430-001-02,2020-21,Mainland Rural,Pulses,20000
8430-001-02,2020-21,Mainland Rural,Rice (husked),28000
8430-001-02,2020-21,Mainland Rural,Salt,200
8430-001-02,2020-21,Mainland Rural,Soft drinks,22857.14286
8430-001-02,2020-21,Mainland Rural,Sugar,8400
8430-001-02,2020-21,Mainland Rural,Sweet Potatoes,7104.141746
8430-001-02,2020-21,Mainland Rural,Tea (dry),610
8430-001-02,2020-21,Mainland Rural,Vegetables (fresh),4550.547588
8452-001-01,2020-21,Mainland Rural,Beef,3000
8452-001-01,2020-21,Mainland Rural,Cooking Oil,875
8452-001-01,2020-21,Mainland Rural,Eggs,600
8452-001-01,2020-21,Mainland Rural,Fish (dried),1500
8452-001-01,2020-21,Mainland Rural,Groundnuts,1000
8452-001-01,2020-21,Mainland Rural,Leafy Greens,600.8010681
8452-001-01,2020-21,Mainland Rural,Maize (flour),8000
8452-001-01,2020-21,Mainland Rural,Maize (grain),2100
8452-001-01,2020-21,Mainland Rural,Pulses,1000
8452-001-01,2020-21,Mainland Rural,Rice (husked),8400
8452-001-01,2020-21,Mainland Rural,Salt,125
8452-001-01,2020-21,Mainland Rural,Sugar,700
8452-001-01,2020-21,Mainland Rural,Vegetables (fresh),1600
8452-001-01,2020-21,Mainland Rural,Vegetables (preserved),416.6666667
8487-001-01,2020-21,Mainland Rural,Cooking Oil,5000
8487-001-01,2020-21,Mainland Rural,Fish (fresh),3583.333333
8487-001-01,2020-21,Mainland Rural,Leafy Greens,1810.413885
8487-001-01,2020-21,Mainland Rural,Maize (flour),15000
8487-001-01,2020-21,Mainland Rural,Milk (fresh),7000
8487-001-01,2020-21,Mainland Rural,Rice (husked),19600
8487-001-01,2020-21,Mainland Rural,Salt,500
8487-001-01,2020-21,Mainland Rural,Sugar,8400
8487-001-01,2020-21,Mainland Rural,Sweet Potatoes,21312.42524
8487-001-01,2020-21,Mainland Rural,Vegetables (fresh),4426.649518
8506-001-01,2020-21,Mainland Rural,Bottled Beer,8750
8506-001-01,2020-21,Mainland Rural,"Butter, Etc.",3428.571429
8506-001-01,2020-21,Mainland Rural,Cooking Oil,5000
8506-001-01,2020-21,Mainland Rural,Dairy Products,3000
8506-001-01,2020-21,Mainland Rural,"Honey, Syrups, etc.",2800
8506-001-01,2020-21,Mainland Rural,Leafy Greens,2000
8506-001-01,2020-21,Mainland Rural,Maize (flour),42000
8506-001-01,2020-21,Mainland Rural,Milk (fresh),35000
8506-001-01,2020-21,Mainland Rural,"Prepared Tea, Coffee",100
8506-001-01,2020-21,Mainland Rural,Rice (husked),12600
8506-001-01,2020-21,Mainland Rural,Salt,1000
8506-001-01,2020-21,Mainland Rural,Soft drinks,3000
8506-001-01,2020-21,Mainland Rural,Sugar,8400
8506-001-01,2020-21,Mainland Rural,Sugarcane,1500
8506-001-01,2020-21,Mainland Rural,Sweets,1125
8506-001-01,2020-21,Mainland Rural,Vegetables (fresh),6720
8526-001-01,2020-21,Mainland Rural,Cooking Oil,1400
8526-001-01,2020-21,Mainland Rural,Fish (dried),1178.666667
8526-001-01,2020-21,Mainland Rural,Groundnuts,14000
8526-001-01,2020-21,Mainland Rural,Leafy Greens,8240.58745
8526-001-01,2020-21,Mainland Rural,Maize (flour),17000
8526-001-01,2020-21,Mainland Rural,Salt,500
8526-001-01,2020-21,Mainland Rural,Sugarcane,1553.431579
8526-001-01,2020-21,Mainland Rural,Sweet Potatoes,17744.72525
8526-001-01,2020-21,Mainland Rural,Vegetables (fresh),1750.210611
8549-001-01,2020-21,Mainland Rural,Beef,6000
8549-001-01,2020-21,Mainland Rural,Cooking Oil,2000
8549-001-01,2020-21,Mainland Rural,Fish (dried),6355.555556
8549-001-01,2020-21,Mainland Rural,Fish (fresh),3958.333333
8549-001-01,2020-21,Mainland Rural,Goat Meat,12000
8549-001-01,2020-21,Mainland Rural,Leafy Greens,2523.364486
8549-001-01,2020-21,Mainland Rural,Maize (flour),20000
8549-001-01,2020-21,Mainland Rural,Milk (fresh),6000
8549-001-01,2020-21,Mainland Rural,Pulses,12000
8549-001-01,2020-21,Mainland Rural,Rice (husked),25200
8549-001-01,2020-21,Mainland Rural,Salt,350
8549-001-01,2020-21,Mainland Rural,Soft drinks,3000
8549-001-01,2020-21,Mainland Rural,Sugar,2100
8549-001-01,2020-21,Mainland Rural,Tea (dry),500
8549-001-01,2020-21,Mainland Rural,Vegetables (fresh),2225.353698
8549-001-01,2020-21,Mainland Rural,Wheat Flour,6000
8569-001-01,2020-21,Mainland Rural,Chicken,8666.666667
8569-001-01,2020-21,Mainland Rural,Cooking Oil,875
8569-001-01,2020-21,Mainland Rural,Dairy Products,500
8569-001-01,2020-21,Mainland Rural,Eggs,35000
8569-001-01,2020-21,Mainland Rural,Fish (fresh),1875
8569-001-01,2020-21,Mainland Rural,Groundnuts,7000
8569-001-01,2020-21,Mainland Rural,Leafy Greens,2323.097463
8569-001-01,2020-21,Mainland Rural,Maize (flour),8000
8569-001-01,2020-21,Mainland Rural,Maize (grain),1400
8569-001-01,2020-21,Mainland Rural,Milk (fresh),3500
8569-001-01,2020-21,Mainland Rural,Millet & Sorghum (flour),2250
8569-001-01,2020-21,Mainland Rural,Pulses,2000
8569-001-01,2020-21,Mainland Rural,Rice (husked),3500
8569-001-01,2020-21,Mainland Rural,Salt,300
8569-001-01,2020-21,Mainland Rural,Sugarcane,2052.631579
8569-001-01,2020-21,Mainland Rural,Sweet Potatoes,9945.798445
8569-001-01,2020-21,Mainland Rural,Vegetables (fresh),962.3151125
8569-001-01,2020-21,Mainland Rural,Vegetables (preserved),3833.333333
8583-001-01,2020-21,Mainland Rural,Cooking Oil,3500
8583-001-01,2020-21,Mainland Rural,Fish (dried),1155.555556
8583-001-01,2020-21,Mainland Rural,Fish (fresh),3541.666667
8583-001-01,2020-21,Mainland Rural,Groundnuts,1000
8583-001-01,2020-21,Mainland Rural,Leafy Greens,4205.607477
8583-001-01,2020-21,Mainland Rural,Maize (flour),15000
8583-001-01,2020-21,Mainland Rural,Rice (husked),9800
8583-001-01,2020-21,Mainland Rural,Ripe Bananas,1420
8583-001-01,2020-21,Mainland Rural,Salt,350
8583-001-01,2020-21,Mainland Rural,Soft drinks,2500
8583-001-01,2020-21,Mainland Rural,Sugar,1400
8583-001-01,2020-21,Mainland Rural,Sugarcane,3284.210526
8583-001-01,2020-21,Mainland Rural,Sweet Potatoes,14208.28349
8583-001-01,2020-21,Mainland Rural,Vegetables (fresh),4883.749196
8602-001-01,2020-21,Mainland Other Urban,Cooking Oil,2500
8602-001-01,2020-21,Mainland Other Urban,Fish (dried),14852.94118
8602-001-01,2020-21,Mainland Other Urban,Leafy Greens,443.0081641
8602-001-01,2020-21,Mainland Other Urban,Maize (flour),10000
8602-001-01,2020-21,Mainland Other Urban,Salt,250
8602-001-01,2020-21,Mainland Other Urban,Sugar,700
8602-001-01,2020-21,Mainland Other Urban,Sweet Potatoes,4411.479124
8602-001-01,2020-21,Mainland Other Urban,Vegetables (fresh),315.5637255
8623-001-01,2020-21,Mainland Rural,Beef,12000
8623-001-01,2020-21,Mainland Rural,Cassava Fresh,750
8623-001-01,2020-21,Mainland Rural,Citrus Fruits,2000
8623-001-01,2020-21,Mainland Rural,Cooking Oil,5000
8623-001-01,2020-21,Mainland Rural,Dairy Products,1000
8623-001-01,2020-21,Mainland Rural,Fish (fresh),10208.33333
8623-001-01,2020-21,Mainland Rural,Goat Meat,6000
8623-001-01,2020-21,Mainland Rural,Irish Potatoes,2000
8623-001-01,2020-21,Mainland Rural,Leafy Greens,500.6675567
8623-001-01,2020-21,Mainland Rural,"Macaroni, Spaghetti",2340
8623-001-01,2020-21,Mainland Rural,Maize (flour),9000
8623-001-01,2020-21,Mainland Rural,Rice (husked),5600
8623-001-01,2020-21,Mainland Rural,Salt,250
8623-001-01,2020-21,Mainland Rural,Sugar,2800
8623-001-01,2020-21,Mainland Rural,Sweet Potatoes,2841.656699
8623-001-01,2020-21,Mainland Rural,Tea (dry),250
8623-001-01,2020-21,Mainland Rural,Vegetables (fresh),3849.26045
8623-001-01,2020-21,Mainland Rural,Wheat Flour,3000
8645-001-01,2020-21,Mainland Other Urban,Cassava Fresh,1633.333333
8645-001-01,2020-21,Mainland Other Urban,Citrus Fruits,3104.019268
8645-001-01,2020-21,Mainland Other Urban,Cooking Oil,5000
8645-001-01,2020-21,Mainland Other Urban,Fish (fresh),6000
8645-001-01,2020-21,Mainland Other Urban,Goat Meat,8000
8645-001-01,2020-21,Mainland Other Urban,Leafy Greens,18606.34289
8645-001-01,2020-21,Mainland Other Urban,Maize (flour),10000
8645-001-01,2020-21,Mainland Other Urban,Maize (grain),2400
8645-001-01,2020-21,Mainland Other Urban,Other Fruits,2903.863038
8645-001-01,2020-21,Mainland Other Urban,Pulses,2000
8645-001-01,2020-21,Mainland Other Urban,Rice (husked),31500
8645-001-01,2020-21,Mainland Other Urban,Ripe Bananas,3500
8645-001-01,2020-21,Mainland Other Urban,Salt,300
8645-001-01,2020-21,Mainland Other Urban,Sugar,5600
8645-001-01,2020-21,Mainland Other Urban,Sugarcane,1666.666667
8645-001-01,2020-21,Mainland Other Urban,Sweet Potatoes,5146.725645
8645-001-01,2020-21,Mainland Other Urban,Tea (dry),400
8645-001-01,2020-21,Mainland Other Urban,Vegetables (fresh),4039.215686
8659-001-01,2020-21,Mainland Rural,Beef,3000
8659-001-01,2020-21,Mainland Rural,"Buns, Cakes And Biscuits",1250
8659-001-01,2020-21,Mainland Rural,Cassava Fresh,1000
8659-001-01,2020-21,Mainland Rural,Cooking Oil,2500
8659-001-01,2020-21,Mainland Rural,Fish (dried),1444.444444
8659-001-01,2020-21,Mainland Rural,Leafy Greens,400.5340454
8659-001-01,2020-21,Mainland Rural,Maize (flour),4000
8659-001-01,2020-21,Mainland Rural,Pulses,1000
8659-001-01,2020-21,Mainland Rural,Rice (husked),4200
8659-001-01,2020-21,Mainland Rural,Salt,300
8659-001-01,2020-21,Mainland Rural,Sugar,2800
8659-001-01,2020-21,Mainland Rural,Tea (dry),100
8659-001-01,2020-21,Mainland Rural,Vegetables (fresh),1202.893891
8683-001-01,2020-21,Mainland Rural,Cassava Fresh,1000
8683-001-01,2020-21,Mainland Rural,Chicken,4333.333333
8683-001-01,2020-21,Mainland Rural,Cooking Oil,5000
8683-001-01,2020-21,Mainland Rural,Dairy Products,6000
8683-001-01,2020-21,Mainland Rural,Eggs,1200
8683-001-01,2020-21,Mainland Rural,Goat Meat,12000
8683-001-01,2020-21,Mainland Rural,Groundnuts,600
8683-001-01,2020-21,Mainland Rural,Leafy Greens,4005.340454
8683-001-01,2020-21,Mainland Rural,Maize (flour),15000
8683-001-01,2020-21,Mainland Rural,Pulses,4000
8683-001-01,2020-21,Mainland Rural,Rice (husked),8400
8683-001-01,2020-21,Mainland Rural,Ripe Bananas,15000
8683-001-01,2020-21,Mainland Rural,Salt,250
8683-001-01,2020-21,Mainland Rural,Sugarcane,1231.578947
8683-001-01,2020-21,Mainland Rural,Sweet Potatoes,1420.828349
8683-001-01,2020-21,Mainland Rural,Vegetables (fresh),3608.681672
8695-001-01,2020-21,Mainland Rural,Chicken,7800
8695-001-01,2020-21,Mainland Rural,Cooking Oil,1750
8695-001-01,2020-21,Mainland Rural,Dairy Products,6000
8695-001-01,2020-21,Mainland Rural,Fish (dried),4622.222222
8695-001-01,2020-21,Mainland Rural,Fish (fresh),5000
8695-001-01,2020-21,Mainland Rural,Maize (flour),18000
8695-001-01,2020-21,Mainland Rural,Pulses,4000
8695-001-01,2020-21,Mainland Rural,Rice (husked),21000
8695-001-01,2020-21,Mainland Rural,Salt,300
8695-001-01,2020-21,Mainland Rural,Sweet Potatoes,35047.09928
8695-001-01,2020-21,Mainland Rural,Vegetables (fresh),216.5209003
8718-001-01,2020-21,Mainland Rural,Cooking Oil,1250
8718-001-01,2020-21,Mainland Rural,Leafy Greens,3263.551402
8718-001-01,2020-21,Mainland Rural,Maize (flour),3000
8718-001-01,2020-21,Mainland Rural,Salt,125
8718-001-01,2020-21,Mainland Rural,Soft drinks,14000
8718-001-01,2020-21,Mainland Rural,Sweet Potatoes,2368.047249
8718-001-01,2020-21,Mainland Rural,Vegetables (fresh),1120
8759-001-01,2020-21,Mainland Rural,Maize (flour),8500
8759-001-01,2020-21,Mainland Rural,Salt,125
8759-001-01,2020-21,Mainland Rural,Vegetables (preserved),4166.666667
8777-001-01,2020-21,Mainland Rural,Cooking Oil,1500
8777-001-01,2020-21,Mainland Rural,Fish (fresh),6250
8777-001-01,2020-21,Mainland Rural,Leafy Greens,480.6408545
8777-001-01,2020-21,Mainland Rural,Maize (flour),2500
8777-001-01,2020-21,Mainland Rural,"Maize (green, cob)",6777.777778
8777-001-01,2020-21,Mainland Rural,Milk (fresh),500
8777-001-01,2020-21,Mainland Rural,Pulses,1000
8777-001-01,2020-21,Mainland Rural,Rice (husked),2800
8777-001-01,2020-21,Mainland Rural,Salt,250
8777-001-01,2020-21,Mainland Rural,Sugar,1400
8777-001-01,2020-21,Mainland Rural,Sugarcane,1313.684211
8777-001-01,2020-21,Mainland Rural,Sweet Potatoes,3409.988038
8777-001-01,2020-21,Mainland Rural,Tea (dry),200
8777-001-01,2020-21,Mainland Rural,Vegetables (fresh),1443.472669
8816-001-01,2020-21,Mainland Rural,Beef,3000
8816-001-01,2020-21,Mainland Rural,Cassava Dry/Flour,10500
8816-001-01,2020-21,Mainland Rural,Cassava Fresh,2500
8816-001-01,2020-21,Mainland Rural,Cooking Oil,1250
8816-001-01,2020-21,Mainland Rural,Dairy Products,2000
8816-001-01,2020-21,Mainland Rural,Fish (dried),4333.333333
8816-001-01,2020-21,Mainland Rural,Fish (fresh),8333.333333
8816-001-01,2020-21,Mainland Rural,Leafy Greens,2403.204272
8816-001-01,2020-21,Mainland Rural,Maize (flour),14000
8816-001-01,2020-21,Mainland Rural,"Maize (green, cob)",13888.88889
8816-001-01,2020-21,Mainland Rural,Other Fruits,2016.129032
8816-001-01,2020-21,Mainland Rural,Pulses,1000
8816-001-01,2020-21,Mainland Rural,Salt,250
8816-001-01,2020-21,Mainland Rural,Sugarcane,821.0526316
8816-001-01,2020-21,Mainland Rural,Sweet Potatoes,473.6094498
8816-001-01,2020-21,Mainland Rural,Vegetables (fresh),300.7234727
8816-001-01,2020-21,Mainland Rural,Vegetables (preserved),833.3333333
8830-001-01,2020-21,Mainland Rural,Cooking Oil,875
8830-001-01,2020-21,Mainland Rural,Leafy Greens,456.6088117
8830-001-01,2020-21,Mainland Rural,Maize (flour),3500
8830-001-01,2020-21,Mainland Rural,Pulses,3500
8830-001-01,2020-21,Mainland Rural,Salt,150
8830-001-01,2020-21,Mainland Rural,Sweet Potatoes,757.7751196
8848-001-01,2020-21,Mainland Rural,Cassava Dry/Flour,5950
8848-001-01,2020-21,Mainland Rural,Cassava Fresh,2640
8848-001-01,2020-21,Mainland Rural,Chicken,10833.33333
8848-001-01,2020-21,Mainland Rural,Cooking Oil,875
8848-001-01,2020-21,Mainland Rural,Eggs,2700
8848-001-01,2020-21,Mainland Rural,Groundnuts,5732
8848-001-01,2020-21,Mainland Rural,Leafy Greens,597.5967957
8848-001-01,2020-21,Mainland Rural,Maize (flour),19000
8848-001-01,2020-21,Mainland Rural,Maize (grain),2275
8848-001-01,2020-21,Mainland Rural,Milk (fresh),9000
8848-001-01,2020-21,Mainland Rural,Plantains,4533.210332
8848-001-01,2020-21,Mainland Rural,Pulses,7500
8848-001-01,2020-21,Mainland Rural,Rice (husked),4900
8848-001-01,2020-21,Mainland Rural,Salt,250
8848-001-01,2020-21,Mainland Rural,Sugar,2800
8848-001-01,2020-21,Mainland Rural,Tea (dry),500
8848-001-01,2020-21,Mainland Rural,Vegetables (fresh),1152.372347
8848-001-01,2020-21,Mainland Rural,Wheat Flour,4500
8866-001-01,2020-21,Mainland Rural,Bread,1250
8866-001-01,2020-21,Mainland Rural,Cooking Oil,2500
8866-001-01,2020-21,Mainland Rural,Dairy Products,2000
8866-001-01,2020-21,Mainland Rural,Irish Potatoes,8000
8866-001-01,2020-21,Mainland Rural,Leafy Greens,1000
8866-001-01,2020-21,Mainland Rural,Maize (flour),2000
8866-001-01,2020-21,Mainland Rural,Milk (fresh),3000
8866-001-01,2020-21,Mainland Rural,Pulses,1000
8866-001-01,2020-21,Mainland Rural,Rice (husked),2800
8866-001-01,2020-21,Mainland Rural,Salt,250
8866-001-01,2020-21,Mainland Rural,Sugar,1400
8866-001-01,2020-21,Mainland Rural,Vegetables (fresh),320
8923-001-01,2020-21,Mainland Other Urban,Bread,1866.97783
8923-001-01,2020-21,Mainland Other Urban,Cassava Fresh,7350
8923-001-01,2020-21,Mainland Other Urban,Chicken,10000
8923-001-01,2020-21,Mainland Other Urban,Citrus Fruits,611.1037935
8923-001-01,2020-21,Mainland Other Urban,Coconuts,6808
8923-001-01,2020-21,Mainland Other Urban,Cooking Oil,5000
8923-001-01,2020-21,Mainland Other Urban,Fish (dried),4455.882353
8923-001-01,2020-21,Mainland Other Urban,Fish (fresh),3000
8923-001-01,2020-21,Mainland Other Urban,Leafy Greens,744.2537157
8923-001-01,2020-21,Mainland Other Urban,Maize (flour),10000
8923-001-01,2020-21,Mainland Other Urban,Other Spices,1020
8923-001-01,2020-21,Mainland Other Urban,Pulses,8000
8923-001-01,2020-21,Mainland Other Urban,Rice (husked),21000
8923-001-01,2020-21,Mainland Other Urban,Salt,500
8923-001-01,2020-21,Mainland Other Urban,Sugar,4900
8923-001-01,2020-21,Mainland Other Urban,Sugarcane,566.6666667
8923-001-01,2020-21,Mainland Other Urban,Vegetables (fresh),908.8235294
8923-001-01,2020-21,Mainland Other Urban,Wheat Flour,5600
8942-001-01,2020-21,Mainland Rural,"Buns, Cakes And Biscuits",6500
8942-001-01,2020-21,Mainland Rural,Cassava Fresh,1000
8942-001-01,2020-21,Mainland Rural,Chicken,4333.333333
8942-001-01,2020-21,Mainland Rural,Citrus Fruits,2497.016861
8942-001-01,2020-21,Mainland Rural,Coconuts,962.1072089
8942-001-01,2020-21,Mainland Rural,Cooking Oil,1250
8942-001-01,2020-21,Mainland Rural,Dairy Products,1000
8942-001-01,2020-21,Mainland Rural,Fish (dried),2888.888889
8942-001-01,2020-21,Mainland Rural,Leafy Greens,400.5340454
8942-001-01,2020-21,Mainland Rural,Maize (flour),10000
8942-001-01,2020-21,Mainland Rural,Maize (grain),700
8942-001-01,2020-21,Mainland Rural,Plantains,1660.516605
8942-001-01,2020-21,Mainland Rural,Pulses,6000
8942-001-01,2020-21,Mainland Rural,Rice (husked),2800
8942-001-01,2020-21,Mainland Rural,Salt,500
8942-001-01,2020-21,Mainland Rural,Sugar,4900
8942-001-01,2020-21,Mainland Rural,Tea (dry),300
8942-001-01,2020-21,Mainland Rural,Vegetables (fresh),1202.893891
8942-001-01,2020-21,Mainland Rural,Yams/Cocoyams,1025.641026
8966-001-01,2020-21,Mainland Rural,Cooking Oil,1250
8966-001-01,2020-21,Mainland Rural,Leafy Greens,961.2817089
8966-001-01,2020-21,Mainland Rural,Maize (flour),24000
8966-001-01,2020-21,Mainland Rural,Maize (grain),1400
8966-001-01,2020-21,Mainland Rural,Pulses,16000
8966-001-01,2020-21,Mainland Rural,Salt,250
8966-001-01,2020-21,Mainland Rural,Vegetables (fresh),902.170418
8966-001-01,2020-21,Mainland Rural,Vegetables (preserved),416.6666667
9004-001-99,2020-21,Mainland Other Urban,Beef,7000
9004-001-99,2020-21,Mainland Other Urban,Bottled Beer,6000
9004-001-99,2020-21,Mainland Other Urban,Bread,2000
9004-001-99,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",200
9004-001-99,2020-21,Mainland Other Urban,Chicken,10000
9004-001-99,2020-21,Mainland Other Urban,Cooking Oil,5000
9004-001-99,2020-21,Mainland Other Urban,"Honey, Syrups, etc.",875
9004-001-99,2020-21,Mainland Other Urban,Irish Potatoes,500
9004-001-99,2020-21,Mainland Other Urban,Leafy Greens,533.3333333
9004-001-99,2020-21,Mainland Other Urban,Maize (flour),2000
9004-001-99,2020-21,Mainland Other Urban,Milk (dry or canned),15000
9004-001-99,2020-21,Mainland Other Urban,Other Fruits,4741.000878
9004-001-99,2020-21,Mainland Other Urban,Pulses,1000
9004-001-99,2020-21,Mainland Other Urban,Salt,100
9004-001-99,2020-21,Mainland Other Urban,Sugar,1400
9004-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),2600
9004-001-99,2020-21,Mainland Other Urban,Wine & Spirits,3500
9016-001-99,2020-21,Mainland Other Urban,Beef,21000
9016-001-99,2020-21,Mainland Other Urban,Bread,2193.69895
9016-001-99,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",1000
9016-001-99,2020-21,Mainland Other Urban,Cassava Fresh,1633.333333
9016-001-99,2020-21,Mainland Other Urban,Chicken,10000
9016-001-99,2020-21,Mainland Other Urban,Citrus Fruits,1750
9016-001-99,2020-21,Mainland Other Urban,Cooking Oil,5000
9016-001-99,2020-21,Mainland Other Urban,Goat Meat,8000
9016-001-99,2020-21,Mainland Other Urban,Irish Potatoes,1000
9016-001-99,2020-21,Mainland Other Urban,Leafy Greens,850.5756751
9016-001-99,2020-21,Mainland Other Urban,"Macaroni, Spaghetti",5000
9016-001-99,2020-21,Mainland Other Urban,Maize (flour),7000
9016-001-99,2020-21,Mainland Other Urban,Other Fruits,4500
9016-001-99,2020-21,Mainland Other Urban,Plantains,1666.666667
9016-001-99,2020-21,Mainland Other Urban,Pulses,1000
9016-001-99,2020-21,Mainland Other Urban,Rice (husked),6000
9016-001-99,2020-21,Mainland Other Urban,Ripe Bananas,2000
9016-001-99,2020-21,Mainland Other Urban,Salt,250
9016-001-99,2020-21,Mainland Other Urban,Sweet Potatoes,735.2465207
9016-001-99,2020-21,Mainland Other Urban,Tea (dry),500
9016-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),2171.078431
9028-001-99,2020-21,Mainland Other Urban,Beef,3500
9028-001-99,2020-21,Mainland Other Urban,Bread,1904.317386
9028-001-99,2020-21,Mainland Other Urban,Citrus Fruits,102.8206383
9028-001-99,2020-21,Mainland Other Urban,Cooking Oil,2500
9028-001-99,2020-21,Mainland Other Urban,Eggs,820
9028-001-99,2020-21,Mainland Other Urban,"Honey, Syrups, etc.",2500
9028-001-99,2020-21,Mainland Other Urban,Irish Potatoes,1000
9028-001-99,2020-21,Mainland Other Urban,Leafy Greens,305.6756332
9028-001-99,2020-21,Mainland Other Urban,Maize (flour),3500
9028-001-99,2020-21,Mainland Other Urban,Maize (grain),600
9028-001-99,2020-21,Mainland Other Urban,Milk (fresh),175
9028-001-99,2020-21,Mainland Other Urban,Millet & Sorghum (flour),1000
9028-001-99,2020-21,Mainland Other Urban,Other Fruits,199.1220369
9028-001-99,2020-21,Mainland Other Urban,Plantains,833.3333333
9028-001-99,2020-21,Mainland Other Urban,Pulses,1000
9028-001-99,2020-21,Mainland Other Urban,Rice (husked),3000
9028-001-99,2020-21,Mainland Other Urban,Salt,100
9028-001-99,2020-21,Mainland Other Urban,Soft drinks,1428.571429
9028-001-99,2020-21,Mainland Other Urban,Sugar,4900
9028-001-99,2020-21,Mainland Other Urban,Sweet Potatoes,735.2465207
9028-001-99,2020-21,Mainland Other Urban,Tea (dry),500
9028-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),1432.659314
9028-001-99,2020-21,Mainland Other Urban,Wheat Flour,700
9052-001-99,2020-21,Mainland Other Urban,Bread,606.7677946
9052-001-99,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",444.4897959
9052-001-99,2020-21,Mainland Other Urban,Cooking Oil,5000
9052-001-99,2020-21,Mainland Other Urban,Goat Meat,4000
9052-001-99,2020-21,Mainland Other Urban,Irish Potatoes,250
9052-001-99,2020-21,Mainland Other Urban,Leafy Greens,497.9411765
9052-001-99,2020-21,Mainland Other Urban,Local Brews,500
9052-001-99,2020-21,Mainland Other Urban,Maize (flour),7000
9052-001-99,2020-21,Mainland Other Urban,"Maize (green, cob)",1056
9052-001-99,2020-21,Mainland Other Urban,Plantains,1714.285714
9052-001-99,2020-21,Mainland Other Urban,Rice (husked),1125
9052-001-99,2020-21,Mainland Other Urban,Salt,125
9052-001-99,2020-21,Mainland Other Urban,Soft drinks,500
9052-001-99,2020-21,Mainland Other Urban,Sugar,1400
9052-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),700
9064-001-99,2020-21,Mainland Other Urban,Beef,7000
9064-001-99,2020-21,Mainland Other Urban,Bread,933.4889148
9064-001-99,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",888.9795918
9064-001-99,2020-21,Mainland Other Urban,Cooking Oil,2500
9064-001-99,2020-21,Mainland Other Urban,Fish (dried),2970.588235
9064-001-99,2020-21,Mainland Other Urban,Leafy Greens,1329.024492
9064-001-99,2020-21,Mainland Other Urban,Maize (flour),3500
9064-001-99,2020-21,Mainland Other Urban,Plantains,1250
9064-001-99,2020-21,Mainland Other Urban,Pulses,1000
9064-001-99,2020-21,Mainland Other Urban,Rice (husked),3750
9064-001-99,2020-21,Mainland Other Urban,Ripe Bananas,875
9064-001-99,2020-21,Mainland Other Urban,Salt,120
